created_at,user_id,topic_id,stemmed_message,sentiment_score,sentiment_magnitude,sentiment_label
2023-10-24,1,0,cerita rasa tugas dimensi pesimis tugas sanggup menang sadar tugas mudah matkul per tokopedia,-0.30300000309944153,0.4410000145435333,negative
2023-10-24,2,1,senang ajar materi 3d materi tarik manfaat suka ajar objek 3d bentuk dasar objek kompleks suka ajar teknik manipulasi objek 3d suka materi kompleks butuh ajar materi terkadang teoritis praktikal baik harap materi kemas sistematis mudah paham harap materi fokus praktikum mahasiswa langsung terap teori ajar alam asistensi proses asistensi validasi jalan asisten praktikum bantu sabar,0.4090000092983246,0.8889999985694885,positive
2023-10-24,2,0,senang ajar materi 3d materi tarik manfaat suka ajar objek 3d bentuk dasar objek kompleks suka ajar teknik manipulasi objek 3d suka materi kompleks butuh ajar materi terkadang teoritis praktikal baik harap materi kemas sistematis mudah paham harap materi fokus praktikum mahasiswa langsung terap teori ajar proses asistensi validasi jalan asisten praktikum bantu sabar,0.41600000858306885,0.9010000228881836,positive
2023-10-24,3,0,ajar materi seru awal susah basic web damping bab kes tarik struktur,0.7789999842643738,0.925000011920929,positive
2023-10-24,4,1,pusing ajar blender ya allah bismillah lancar selesai suka ajar mgv benarbenar bawa ubah suka mencaricari asistem praktek terkadang sulit hubung ajar benarbenar otodidak aplikasi asing toolsnya alam tambah ilmu jurus tau,0.7269999980926514,0.9480000138282776,positive
2023-10-24,5,0,alam projekprojek mata kuliah inovasi media grafis visual projek2 nya penuh tekateki tantang suka nya latih gerak cepat memdesain suka milik basic desain alami sulit teman milik basic desain,0.6700000166893005,0.8100000023841858,positive
2023-10-24,6,0,suka materi ilmu desain 3d kuranhg suka butuh device mumpuni asdos bantu mahasiswa paham judul,0.375,0.5130000114440918,positive
2023-10-24,5,1,alam projek 3 dimensi suka suka banyak suka buat aplikasi blender ya suruh projek 3 dimensi alam pasti lupa kepanikan2 nya,0.39800000190734863,0.6660000085830688,positive
2023-10-24,7,0,ajar materi bingung darimana basic desain 3d ajar step by step hasil sesuai mampu bisa hehe,0.9039999842643738,0.9570000171661377,positive
2023-10-24,7,1,alhamdulillah aju judul langsung ac ya tuhan tau ku segimana syukur apa hasil proses maksimal,0.8510000109672546,0.9200000166893005,positive
2023-10-24,8,0,salah mata kuliah favorit dalam ajar seru monotontidak membosankandi ajar lecturer tuntut mahasiswa ikut beliaunamun bebas mahasiswa kreatif milik mahasiswa disiplin atur membangn semangat mahasiswa sedia bintng bab i love mgv,0.8790000081062317,0.9750000238418579,positive
2023-10-24,10,0,expect ngejain 3d but seru banget ajar walopun kayak rollercoaster semangat ya mentemen makas bantu hehehe,0.5640000104904175,0.9810000061988831,positive
2023-10-24,9,0,alam materi senang tantang asah ilmu ajar smk ulik software nya ajar sekolah tengah juru alam asistensi validasi rasa tugas proyek tantang hadap dosen asisten dosen asisten praktek tata nya sopan hasil proyek tele tele gerogi demonstrasi,0.5239999890327454,0.6169999837875366,positive
2023-10-24,11,0,kali cerita alam ajar mgv materi mgv unggul asal smk menang start banding teman asistensi asprak demonstrasi produk langsung dosen awwalnya kaget harus lapor biasa aplikasi word ajar teman selesai tugas mgv milik kendala asistensi teman keluh asisten sensitif kes susah ajak kompromi tugas selesai haya alam cerita,-0.3880000114440918,0.6209999918937683,negative
2023-10-24,12,0,alam materi senang seru tantang asah ilmu ajar smk dalam 3d blender,0.902999997138977,0.953000009059906,positive
2023-10-24,13,0,materi 3d susah milik alam dasar desain 3d aplikasi rumit susah ajar materi kembang skil desain pasti alam guna depan,-0.8130000233650208,0.9129999876022339,negative
2023-10-25,14,0,atas ajar modeling software perintah hasil buat sempurna lms jiga bantu tenggat proyek,0.6150000095367432,0.7900000214576721,positive
2023-10-25,16,1,ajar 3d blender butuh damping tutor macam guide ngangong,-0.05700000002980232,0.13600000739097595,negative
2023-10-25,17,0,seru sih tantang buru bikin sulit ya tuntas tugas ajar tutor batas seru relasi katingaspraknya ajar adikadiknya ajar,0.6010000109672546,0.9580000042915344,positive
2023-10-25,11,1,nikmat model ajar alam seru tantang luas tahu terkadang hadap kendala lapor aspek seru tantang ajar mikat batas tulis lapor tantang sendiri proses cerna paham materi ajar muas transfer paham lapor terampil organisasi muka gagas sistematis upaya atas kendala ajar tulis lapor cari pandu latih harga sempat model ajar bantu atas keterbatan jalan alam ajar seru muas,0.2029999941587448,0.3630000054836273,positive
2023-10-25,18,1,bismillahirrahmanirrahim moga mudah asistensi mudah urus amin,0.7120000123977661,0.8190000057220459,positive
2023-10-25,8,1,moga mgv asah soft skil kerja seemangat suka tidak tahu guna blender,0.7620000243186951,0.859000027179718,positive
2023-10-25,18,0,bismillahirrahmanirrahim moga asisten praktikum mudah urus mahasiswa,0.5600000023841858,0.6769999861717224,positive
2023-10-25,19,1,ambil judul salah temanteman ambil judul lumayan mudah bentuk bulat kotak bunga bentuk kompleks sulit buat menang hehe,-0.039000000804662704,0.7120000123977661,negative
2023-10-25,10,1,senang ajar 3d explore tutorial agam sumber wishlist cita pengin 3d modeling pengin bikin anime hehehe struggle nya bingung lupa tools pakai sok far so good makas,0.796999990940094,0.9710000157356262,positive
2023-10-25,20,0,ajar produk 3d blender ajar tools kembang produk tau tools grab belah produk boolean lainlain,0.15700000524520874,0.23800000548362732,positive
2023-10-25,21,0,suka ajar seru ajar sayang laptop penuh hehe seru moga beli laptop mudah tugas yeay,0.8519999980926514,0.9779999852180481,positive
2023-10-25,22,0,senang project 3d laptop pakai raam 2 intel celeron gen 4 tantang macet2 dikit ngaruh apa daya rampok orang tua jelang lansia rumah sakit2 an eh rampok beli laptop spek dewa - igal tweet social activity nikmat proses protes protes takdir moga kuat bismillah bintang,-0.02500000037252903,0.7590000033378601,negative
2023-10-25,23,0,mgv ribet asik canda asik tugas mgv benerbener tantang kerja ya allah ya allah suruh masuk tep,0.26600000262260437,0.9160000085830688,positive
2023-10-25,22,1,senang ajar 3d suka rampok orangtua 3d mampu orang tua teman moga solusi rampok orangtua,-0.16599999368190765,0.4490000009536743,negative
2023-10-25,24,1,jujur sunggup tugas 3d tugas menang malam hilang semangat jalan hidup milik basic bidang 3d terimakasih alam titik sabar,0.6200000047683716,0.8939999938011169,positive
2023-10-25,25,1,jujur sanggup tugas 3dkarena tugaskarena menang pikir tugas 3d,0.2540000081062317,0.3490000069141388,positive
2023-10-25,26,0,tugas imgv kali project 3 dimensi project kali ajar aplikasi blender penggunaanya menghapal toolstoolsnya shortcut numpad penggunaanya ajar seru bikin pusing banget ajar pinterpinter cari youtube google tugas kontrak bikin pusing panik lapor bingung etik ajar youtube kadang aplikasi,-0.10499999672174454,0.8880000114440918,negative
2023-10-25,27,1,ajar blender tugas 3d awam fiturfitur aplikasi blender lumayan sulit hafal fiturfitur aplikasi blander tutor temanteman kakak tingkat mudah ajar blander harap tugas jalan lancar asprak asdos dosen terimakasih,0.1899999976158142,0.7129999995231628,positive
2023-10-25,29,1,dal ajar materi kesan takut senang kali ajar materi blender senang ajar,0.8740000128746033,0.9760000109672546,positive
2023-10-25,29,0,kesan pesan dalam tugas takut senang sisi kali ajar aplikasi blender takut senang ajar,-0.2590000033378601,0.6570000052452087,negative
2023-10-25,30,0,ajar materi beda modelsmodels 3d menjadiebih erti perbedaanya,0.367000013589859,0.4790000021457672,positive
2023-10-25,14,1,alhamdulillah lancar kakak asprak mantul moga sulit adik tingkat lancar wisuda,0.9120000004768372,0.9670000076293945,positive
2023-10-25,13,1,materi sulit butuh sabar terampil extra kerja milik alam editing 3d sulit kerja moga selesai tugas,0.03700000047683716,0.6660000085830688,positive
2023-10-25,31,0,project 3d pakai software blender first time pakai software bagus keren senang mikir susah banget laptop spek nya rendah ajar mudah mudah ambil project lapis planet saturnus ajar lapis planet anjur media 3d serta didik maksimal paham kognitif tahap modelling selesai 5 pemberitahuan project tanggal 25 oktober jam 645 an d4204 demonstrasi modellingku lecturer moga tahap tahap maksimal terima kasih lecturer mas assistant cepat share tentu tulis lapor,0.8700000047683716,0.9670000076293945,positive
2023-10-25,32,0,ajar software blender tools temu software tambah wawas 3d kembang kreativitas jujur suka software kurang paham asistensi assisten praktek erti lupa tools langkah langkah buat asprak bantu senang hati,0.1899999976158142,0.9390000104904175,positive
2023-10-25,31,1,tahap modelling selesai 5 pemberitahuan project tanggal 25 oktober jam 645 an d4204 demonstrasi lecturer demonstrasi jalan lancar ac tahap modelling bantu kakak tingkat dasar operasi blender first time guna senang hasil muas moga tahap tahap maksimal saran info lapor tentu tulis terima kasih lecturer mas assistant,0.7350000143051147,0.8230000138282776,positive
2023-10-25,33,0,alam tugas 3d seru banget ya ajar blender pusing jus eh stres hehe untung tutor youtube teman kating rela luang ngajarin terima kasih kesediaanya syukur banget sih selesai asistensi tahap modelling moga depan lancar aamiin moga cepat mgvtulation deh biar plong alhamdulillah asisten praktikum fastrespon kalo dichat chil lupa dibantuin makas makas sih temu disukain dasar proses validasiasistensiku ya,0.8370000123977661,0.9729999899864197,positive
2023-10-25,20,1,software blender ajar belah objek gabung objek lainlain erti shortcutshortcut kembang produk 3d blender cari tutorial youtube ajar kakak tingkat teman angkat,0.01899999938905239,0.09700000286102295,positive
2023-10-25,9,2,alam ajar materi butuh teliti sabar ulet paham tutorial refrensi dekat bab luas imajinasi bayang tekstur warna objek alam bab jelas objek bentuk,0.2720000147819519,0.3700000047683716,positive
2023-10-25,35,0,materi kali alhamdulillah pusing bingung ngarahin ajar samasama serasa tugas mgv ya kalo ajar blender,0.2840000092983246,0.8659999966621399,positive
2023-10-27,36,1,alam validasi seru asprak baikuntuk ajar materi lumayan susah,0.781000018119812,0.9760000109672546,positive
2023-10-26,37,1,asyik seru tantang terseokseok ajar otodidak tutor baya kating nikmat,0.9210000038146973,0.9750000238418579,positive
2023-10-26,37,0,maaf rekanrekan mahasiswa tep 23 sopan mohon bimbing akademik sikap terima kasih,0.289000004529953,0.5270000100135803,positive
2023-10-26,38,0,alam aju judul berguras pikir jadwal mata kuliah kalah cepat aju judul kelas juduljudul turut mudah isi penuh temantemanku bingung ambil judul pilih ambil judul anatomi usus manusia judul ac gegas beli kertas stempel kwu besok nya tanda tangan mas assistant,-0.09799999743700027,0.4490000009536743,negative
2023-10-26,38,1,alam modelling tarik judul terima lalu validasi tenang kuasa blender tutorial youtube coba nya gagal menang ovt tau kapai coba nya nol doa sekhusyu2nya tara im happy with my progres,0.9129999876022339,0.972000002861023,positive
2023-10-26,41,0,suka moga bintang ajar blender suka revisi tolong mas revisijangan terima kasih mas,-0.1899999976158142,0.7689999938011169,negative
2023-10-26,42,0,website nya bagus mudah paham keren bantu ajar inovasi media grafis 2d 3d seru,0.8970000147819519,0.9710000157356262,positive
2023-10-26,43,0,ngerjain menang ngeluh gapapa deh materi banget ajar terima kasih lecturer,0.8880000114440918,0.9779999852180481,positive
2023-10-26,44,0,seru sih ajar 3d tugas cari cari asprak kesal seru main main 3d,0.9110000133514404,0.9810000061988831,positive
2023-10-26,45,0,alam blender ddalam desain 3d buat smk smk halang covid 19 pemberljaran evektif materi model suka sistensi asisten milik keingina sifat beda iitu mebuat terkadang bingung,-0.48100000619888306,0.6890000104904175,negative
2023-10-26,23,1,mgv jaya jaya jaya jaya jaya stres gapapa happy kayak terimakasih hehe,0.9350000023841858,0.9860000014305115,positive
2023-10-26,1,1,usaha bab modelling ya allah ya allah everyday terima kasih tugas tugas nyebut sekian,0.8870000243186951,0.9490000009536743,positive
2023-10-26,43,1,alhamdulillah selesai tugas grafis visual paham proses buat bahan ajar peran ajar,0.8650000095367432,0.9129999876022339,positive
2023-10-26,46,1,alhamdulillah proyek selesai ajar proyek 3d syukur selesai bab 1,0.8830000162124634,0.9380000233650208,positive
2023-10-26,46,0,suka hapus bidang sulit tata objek ajar ulang kali,-0.8960000276565552,0.949999988079071,negative
2023-10-26,28,1,modul ajar bagus ajar modul simpel keren modul mudah akses,0.878000020980835,0.9620000123977661,positive
2023-10-26,47,0,ikut matkul tau erti 2d 3d erti tooltool sekar erti ajar proses matkul,0.06499999761581421,0.15000000596046448,positive
2023-10-26,42,2,materi nya mudah paham bahasa inggris aku tau materi coloring texturing,0.921999990940094,0.9710000157356262,positive
2023-10-26,48,0,ajar kali materi ajar tarik mana tugas desain produk 3d,0.01899999938905239,0.13300000131130219,positive
2023-10-26,21,1,seru banget tugas cuman laptop bikin greget moga rezeki biar beli laptop amin,0.5009999871253967,0.9620000123977661,positive
2023-10-26,50,1,alam ajar campur aduk pusing hadap laptopsaya sulit laptop pada jujur mampu 0 karnasaya lulus ips makan kagettapi papa usaha menghianati hasilyang los hehehe puji tuhan sulit capeeini etik ya pokok teh capek bangettsoalnya duduk terussakit punggung,-0.3330000042915344,0.9129999876022339,negative
